"STATION","NAME","DATE","DX70","DX90","EMSN","EMXP","EMXT","SNOW","TAVG"
"USC00190736","BLUE HILL, MA US","1993-10","3","0","0.0","0.99","79","0.0","49.5"
"USC00190736","BLUE HILL, MA US","1993-11","2","0","0.3","1.21","74","0.3","42.6"
"USC00190736","BLUE HILL, MA US","1993-12","0","0","6.0","2.86","53","15.0","30.7"
"USC00190736","BLUE HILL, MA US","1994-01","0","0","7.9","1.45","54","33.0","19.0"
"USC00190736","BLUE HILL, MA US","1994-02","0","0","11.3","0.88","62","33.9","23.8"
"USC00190736","BLUE HILL, MA US","1994-03","0","0","8.2","2.00","65","18.9","35.6"
"USC00190736","BLUE HILL, MA US","1994-04","5","0","0.0","0.71","83","0.0","49.5"
"USC00190736","BLUE HILL, MA US","1994-05","12","0","0.0","1.54","84","0.0","55.4"
"USC00190736","BLUE HILL, MA US","1994-06","28","3","0.0","0.32","93","0.0","68.8"
"USC00190736","BLUE HILL, MA US","1994-07","30","5","0.0","0.80","94","0.0","75.2"
"USC00190736","BLUE HILL, MA US","1994-08","26","1","0.0","1.94","90","0.0","68.9"
"USC00190736","BLUE HILL, MA US","1994-09","11","0","0.0","2.67","82","0.0","60.9"
"USC00190736","BLUE HILL, MA US","1994-10","4","0","0.0","0.15","74","0.0","52.7"
"USC00190736","BLUE HILL, MA US","1994-11","2","0","1.5","1.54","76","1.6","45.8"
"USC00190736","BLUE HILL, MA US","1994-12","0","0","0.5","2.21","62","1.3","35.4"
"USC00190736","BLUE HILL, MA US","1995-01","0","0","1.5","1.23","65","4.2","32.4"
"USC00190736","BLUE HILL, MA US","1995-02","0","0","8.0","1.09","54","10.0","25.9"
"USC00190736","BLUE HILL, MA US","1995-03","0","0","0.5","0.91","63","0.7","37.3"
"USC00190736","BLUE HILL, MA US","1995-04","1","0","0.0","0.74","71","0.0","44.9"
"USC00190736","BLUE HILL, MA US","1995-05","9","0","0.0","0.54","86","0.0","55.5"
"USC00190736","BLUE HILL, MA US","1995-06","22","1","0.0","0.64","91","0.0","66.6"
"USC00190736","BLUE HILL, MA US","1995-07","30","4","0.0","1.06","97","0.0","74.1"
"USC00190736","BLUE HILL, MA US","1995-08","28","3","0.0","1.47","94","0.0","70.2"
"USC00190736","BLUE HILL, MA US","1995-09","16","0","0.0","2.60","87","0.0","61.1"
"USC00190736","BLUE HILL, MA US","1995-10","10","0","0.0","1.59","82","0.0","56.3"
"USC00190736","BLUE HILL, MA US","1995-11","0","0","5.0","1.78","62","5.8","38.0"
"USC00190736","BLUE HILL, MA US","1995-12","0","0","8.3","0.83","47","25.3","26.6"
"USC00190736","BLUE HILL, MA US","1996-01","0","0","12.5","1.59","57","47.7","26.1"
"USC00190736","BLUE HILL, MA US","1996-02","0","0","6.6","0.76","56","18.3","27.2"
"USC00190736","BLUE HILL, MA US","1996-03","0","0","9.0","1.40","62","22.2","33.5"
"USC00190736","BLUE HILL, MA US","1996-04","4","0","10.1","1.73","80","24.2","46.5"
"USC00190736","BLUE HILL, MA US","1996-05","9","2","0.0","0.71","91","0.0","56.2"
"USC00190736","BLUE HILL, MA US","1996-06","25","0","0.0","0.93","84","0.0","66.5"
"USC00190736","BLUE HILL, MA US","1996-07","29","0","0.0","3.54","86","0.0","69.8"
"USC00190736","BLUE HILL, MA US","1996-08","28","0","0.0","1.57","88","0.0","69.5"
"USC00190736","BLUE HILL, MA US","1996-09","14","0","0.0","4.25","84","0.0","62.0"
"USC00190736","BLUE HILL, MA US","1996-10","4","0","0.0","7.10","73","0.0","51.4"
"USC00190736","BLUE HILL, MA US","1996-11","1","0","2.2","1.75","70","2.6","37.5"
"USC00190736","BLUE HILL, MA US","1996-12","0","0","7.8","1.42","58","9.3","36.6"
"USC00190736","BLUE HILL, MA US","1997-01","0","0","7.8","0.90","51","12.2","26.0"
"USC00190736","BLUE HILL, MA US","1997-02","0","0","3.2","0.78","64","7.8","33.3"
"USC00190736","BLUE HILL, MA US","1997-03","0","0","15.0","2.45","65","22.7","34.6"
"USC00190736","BLUE HILL, MA US","1997-04","2","0","15.0","1.66","73","15.1","45.1"
"USC00190736","BLUE HILL, MA US","1997-05","7","0","0.0","1.01","80","0.0","54.1"
"USC00190736","BLUE HILL, MA US","1997-06","22","6","0.0","0.73","92","0.0","66.6"
"USC00190736","BLUE HILL, MA US","1997-07","29","6","0.0","0.31","95","0.0","72.4"
"USC00190736","BLUE HILL, MA US","1997-08","29","5","0.0","0.60","91","0.0","69.6"
"USC00190736","BLUE HILL, MA US","1997-09","15","0","0.0","0.47","82","0.0","62.3"
"USC00190736","BLUE HILL, MA US","1997-10","5","0","0.0","0.84","81","0.0","50.9"
"USC00190736","BLUE HILL, MA US","1997-11","0","0","3.5","1.70","65","4.1","39.0"
"USC00190736","BLUE HILL, MA US","1997-12","0","0","11.1","1.35","52","15.3","32.4"
"USC00190736","BLUE HILL, MA US","1998-01","0","0","6.4","2.04","59","15.8","31.7"
"USC00190736","BLUE HILL, MA US","1998-02","0","0","0.6","2.74","53","1.0","34.3"
"USC00190736","BLUE HILL, MA US","1998-03","5","0","3.5","2.67","89","5.3","39.4"
"USC00190736","BLUE HILL, MA US","1998-04","3","0","0.1","1.51","79","0.1","48.6"
"USC00190736","BLUE HILL, MA US","1998-05","18","0","0.0","1.85","87","0.0","59.8"
"USC00190736","BLUE HILL, MA US","1998-06","19","0","0.0","6.07","86","0.0","63.7"
"USC00190736","BLUE HILL, MA US","1998-07","31","1","0.0","0.73","90","0.0","72.0"
"USC00190736","BLUE HILL, MA US","1998-08","28","0","0.0","2.17","88","0.0","71.2"
"USC00190736","BLUE HILL, MA US","1998-09","22","0",,"0.59","86",,"64.9"
"USC00190736","BLUE HILL, MA US","1998-10","5","0","0.0","3.00","75","0.0","52.2"
"USC00190736","BLUE HILL, MA US","1998-11","0","0","0.0","0.60","61","0.0","41.9"
"USC00190736","BLUE HILL, MA US","1998-12","1","0","1.3","0.76","74","1.9","37.4"
"USC00190736","BLUE HILL, MA US","1999-01","0","0","9.0","1.93","58","19.8","28.1"
"USC00190736","BLUE HILL, MA US","1999-02","0","0","10.0","2.16","56","14.4","30.8"
"USC00190736","BLUE HILL, MA US","1999-03","0","0","7.2","1.36","68","22.5","36.7"
"USC00190736","BLUE HILL, MA US","1999-04","2","0","0.0","0.51","76","0.0","48.3"
"USC00190736","BLUE HILL, MA US","1999-05","11","0","0.0","0.88","86","0.0","58.7"
"USC00190736","BLUE HILL, MA US","1999-06","25","5","0.0","0.06","93","0.0","69.5"
"USC00190736","BLUE HILL, MA US","1999-07","30","5","0.0","1.09","96","0.0","74.6"
"USC00190736","BLUE HILL, MA US","1999-08","28","1","0.0","0.67","92","0.0","70.6"
"USC00190736","BLUE HILL, MA US","1999-09","27","1","0.0","5.59","91","0.0","66.7"
"USC00190736","BLUE HILL, MA US","1999-10","2","0","0.0","1.32","74","0.0","50.6"
"USC00190736","BLUE HILL, MA US","1999-11","2","0","0.0","1.18","72","0.0","46.3"
"USC00190736","BLUE HILL, MA US","1999-12","0","0","0.0","1.09","60","0.0","34.4"
"USC00190736","BLUE HILL, MA US","2000-01","0","0","7.0","1.28","64","18.6","23.9"
"USC00190736","BLUE HILL, MA US","2000-02","0","0","6.7","1.01","61","11.0","31.0"
"USC00190736","BLUE HILL, MA US","2000-03","2","0","2.9","1.27","71","3.0","40.9"
"USC00190736","BLUE HILL, MA US","2000-04","1","0","0.8","2.42","74","1.0","45.3"
"USC00190736","BLUE HILL, MA US","2000-05","11","2","0.0","0.64","93","0.0","56.7"
"USC00190736","BLUE HILL, MA US","2000-06","22","1","0.0","3.79","90","0.0","66.0"
"USC00190736","BLUE HILL, MA US","2000-07","26","0","0.0","1.65","85","0.0","68.3"
"USC00190736","BLUE HILL, MA US","2000-08","25","0","0.0","0.42","85","0.0","68.2"
"USC00190736","BLUE HILL, MA US","2000-09","18","0","0.0","1.02","85","0.0","62.1"
"USC00190736","BLUE HILL, MA US","2000-10","8","0","0.4","1.07","79","0.6","51.8"
"USC00190736","BLUE HILL, MA US","2000-11","0","0","0.0","1.95","61","0.0","40.8"
"USC00190736","BLUE HILL, MA US","2000-12","0","0","4.5","2.29","63","9.6","26.1"
"USC00190736","BLUE HILL, MA US","2001-01","0","0","4.7","0.56","43","19.4","26.2"
"USC00190736","BLUE HILL, MA US","2001-02","0","0","12.5","1.63","53","19.0","28.9"
"USC00190736","BLUE HILL, MA US","2001-03","0","0","12.5","2.58","50","41.4","32.9"
"USC00190736","BLUE HILL, MA US","2001-04","3","0","0.7","0.44","85","0.9","47.2"
"USC00190736","BLUE HILL, MA US","2001-05","12","3","0.0","0.56","92","0.0","59.5"
"USC00190736","BLUE HILL, MA US","2001-06","26","0","0.0","2.79","89","0.0","69.3"
"USC00190736","BLUE HILL, MA US","2001-07","28","3","0.0","1.56","93","0.0","68.7"
"USC00190736","BLUE HILL, MA US","2001-08","29","6","0.0","1.30","96","0.0","73.1"
"USC00190736","BLUE HILL, MA US","2001-09","22","0","0.0","1.45","85","0.0","64.6"
"USC00190736","BLUE HILL, MA US","2001-10","10","0","0.0","0.51","80","0.0","54.7"
"USC00190736","BLUE HILL, MA US","2001-11","1","0","0.0","0.26","71","0.0","46.0"
"USC00190736","BLUE HILL, MA US","2001-12","2","0","7.3","1.01","70","10.1","37.5"
"USC00190736","BLUE HILL, MA US","2002-01","0","0","6.0","0.89","66","14.5","33.4"
"USC00190736","BLUE HILL, MA US","2002-02","0","0","3.5","0.63","60","7.6","32.9"
"USC00190736","BLUE HILL, MA US","2002-03","0","0","4.0","0.91","67","6.8","37.7"
"USC00190736","BLUE HILL, MA US","2002-04","6","1","0.7","1.18","93","1.3","48.8"
"USC00190736","BLUE HILL, MA US","2002-05","11","0","0.0","2.19","84","0.0","55.3"
"USC00190736","BLUE HILL, MA US","2002-06","21","1","0.0","1.36","91","0.0","64.5"
"USC00190736","BLUE HILL, MA US","2002-07","30","6","0.0","1.11","96","0.0","72.1"
"USC00190736","BLUE HILL, MA US","2002-08","26","14","0.0","0.98","99","0.0","73.2"
"USC00190736","BLUE HILL, MA US","2002-09","20","1","0.0","1.43","91","0.0","66.1"
"USC00190736","BLUE HILL, MA US","2002-10","4","0","1.2","1.40","83","1.3","49.6"
"USC00190736","BLUE HILL, MA US","2002-11","0","0","4.0","1.87","69","8.2","39.7"
"USC00190736","BLUE HILL, MA US","2002-12","0","0","11.0","1.59","59","21.8","29.4"
"USC00190736","BLUE HILL, MA US","2003-01","0","0","4.0","1.45","40","12.7","19.7"
"USC00190736","BLUE HILL, MA US","2003-02","0","0","24.7","2.21","53","51.3","23.1"
"USC00190736","BLUE HILL, MA US","2003-03","0","0","9.0","1.44","69","13.0","34.6"
"USC00190736","BLUE HILL, MA US","2003-04","4","0","2.6","2.13","84","4.8","42.5"
"USC00190736","BLUE HILL, MA US","2003-05","7","0","0.0","1.74","84","0.0","54.3"
"USC00190736","BLUE HILL, MA US","2003-06","18","2","0.0","1.64","91","0.0","64.0"
"USC00190736","BLUE HILL, MA US","2003-07","30","1","0.0","1.27","90","0.0","72.9"
"USC00190736","BLUE HILL, MA US","2003-08","30","0","0.0","1.86","89","0.0","72.4"
"USC00190736","BLUE HILL, MA US","2003-09","20","0","0.0","0.69","81","0.0","63.7"
"USC00190736","BLUE HILL, MA US","2003-10","2","0","0.5","1.62","71","0.5","50.1"
"USC00190736","BLUE HILL, MA US","2003-11","2","0","0.0","1.01","75","0.0","43.6"
"USC00190736","BLUE HILL, MA US","2003-12","0","0","18.1","2.90","57","29.7","32.8"
"USC00190736","BLUE HILL, MA US","2004-01","0","0","2.7","0.51","47","8.4","16.7"
"USC00190736","BLUE HILL, MA US","2004-02","0","0","2.3","1.15","51","3.1","27.7"
"USC00190736","BLUE HILL, MA US","2004-03","0","0","6.5","1.01","66","15.8","36.6"
"USC00190736","BLUE HILL, MA US","2004-04","4","0","0.5","2.79","83","0.5","46.5"
"USC00190736","BLUE HILL, MA US","2004-05","13","0","0.0","0.98","88","0.0","58.7"
"USC00190736","BLUE HILL, MA US","2004-06","23","1","0.0","0.32","90","0.0","64.8"
"USC00190736","BLUE HILL, MA US","2004-07","26","0","0.0","1.33","86","0.0","69.7"
"USC00190736","BLUE HILL, MA US","2004-08","29","0","0.0","1.30","88","0.0","70.1"
"USC00190736","BLUE HILL, MA US","2004-09","20","0","0.0","3.35","82","0.0","63.7"
"USC00190736","BLUE HILL, MA US","2004-10","3","0","0.0","1.18","74","0.0","51.2"
"USC00190736","BLUE HILL, MA US","2004-11","0","0","6.8","1.04","68","7.8","41.5"
"USC00190736","BLUE HILL, MA US","2004-12","0","0","13.6","1.58","59","16.3","31.4"
"USC00190736","BLUE HILL, MA US","2005-01","0","0","18.0","1.20","61","44.8","24.0"
"USC00190736","BLUE HILL, MA US","2005-02","0","0","6.5","0.71","52","17.0","29.3"
"USC00190736","BLUE HILL, MA US","2005-03","0","0","11.8","2.40","53","33.5","32.4"
"USC00190736","BLUE HILL, MA US","2005-04","6","0","0.2","1.48","86","0.2","49.4"
"USC00190736","BLUE HILL, MA US","2005-05","4","0","0.0","3.15","77","0.0","51.2"
"USC00190736","BLUE HILL, MA US","2005-06","23","2","0.0","0.52","95","0.0","68.2"
"USC00190736","BLUE HILL, MA US","2005-07","29","4","0.0","1.42","94","0.0","72.2"
"USC00190736","BLUE HILL, MA US","2005-08","30","5","0.0","2.82","95","0.0","73.9"
"USC00190736","BLUE HILL, MA US","2005-09","26","0","0.0","2.43","88","0.0","66.6"
"USC00190736","BLUE HILL, MA US","2005-10","8","0","1.5","5.28","78","1.5","52.4"
"USC00190736","BLUE HILL, MA US","2005-11","3","0","0.2","1.22","71","0.6","44.5"
"USC00190736","BLUE HILL, MA US","2005-12","0","0","10.5","1.22","59","13.3","29.8"
"USC00190736","BLUE HILL, MA US","2006-01","0","0","4.4","1.65","59","18.4","33.4"
"USC00190736","BLUE HILL, MA US","2006-02","0","0","11.7","1.16","59","17.5","29.1"
"USC00190736","BLUE HILL, MA US","2006-03","0","0","0.1","0.22","65","0.1","36.3"
"USC00190736","BLUE HILL, MA US","2006-04","4","0","1.0","0.78","76","1.0","49.5"
"USC00190736","BLUE HILL, MA US","2006-05","9","0","0.0","2.64","85","0.0","56.0"
"USC00190736","BLUE HILL, MA US","2006-06","20","2","0.0","3.22","90","0.0","66.7"
"USC00190736","BLUE HILL, MA US","2006-07","31","2","0.0","2.03","94","0.0","74.4"
"USC00190736","BLUE HILL, MA US","2006-08","27","3","0.0","1.00","94","0.0","69.5"
"USC00190736","BLUE HILL, MA US","2006-09","16","0","0.0","0.90","82","0.0","62.4"
"USC00190736","BLUE HILL, MA US","2006-10","5","0","0.0","2.17","78","0.0","51.6"
"USC00190736","BLUE HILL, MA US","2006-11","0","0","0.0","3.02","69","0.0","47.1"
"USC00190736","BLUE HILL, MA US","2006-12","0","0","2.4","0.54","67","3.7","38.0"
"USC00190736","BLUE HILL, MA US","2007-01","0","0","1.2","0.88","66","2.9","30.0"
"USC00190736","BLUE HILL, MA US","2007-02","0","0","2.0","1.78","48","7.3","22.8"
"USC00190736","BLUE HILL, MA US","2007-03","0","0","8.5","3.10","66","13.5","34.9"
"USC00190736","BLUE HILL, MA US","2007-04","4","0","0.2","2.93","85","0.2","44.0"
"USC00190736","BLUE HILL, MA US","2007-05","16","1","0.0","1.73","91","0.0","59.6"
"USC00190736","BLUE HILL, MA US","2007-06","21","2","0.0","1.11","93","0.0","65.6"
"USC00190736","BLUE HILL, MA US","2007-07","30","3","0.0","0.56","91","0.0","71.9"
"USC00190736","BLUE HILL, MA US","2007-08","29","3","0.0","0.19","93","0.0","71.8"
"USC00190736","BLUE HILL, MA US","2007-09","22","3","0.0","1.34","93","0.0","65.9"
"USC00190736","BLUE HILL, MA US","2007-10","10","0","0.0","0.79","86","0.0","57.3"
"USC00190736","BLUE HILL, MA US","2007-11","0","0","0.7","0.95","66","0.8","40.5"
"USC00190736","BLUE HILL, MA US","2007-12","0","0","9.4","1.27","54","29.5","29.0"
"USC00190736","BLUE HILL, MA US","2008-01","0","0","5.8","1.46","65","13.8","29.9"
"USC00190736","BLUE HILL, MA US","2008-02","0","0","7.5","2.54","59","16.0","30.0"
"USC00190736","BLUE HILL, MA US","2008-03","0","0","1.9","1.35","61","6.5","34.9"
"USC00190736","BLUE HILL, MA US","2008-04","8","0","0.0","1.25","83","0.0","48.8"
"USC00190736","BLUE HILL, MA US","2008-05","10","0","0.0","0.96","80","0.0","55.3"
"USC00190736","BLUE HILL, MA US","2008-06","24","4","0.0","0.55","98","0.0","68.2"
"USC00190736","BLUE HILL, MA US","2008-07","30","2","0.0","1.86","93","0.0","74.3"
"USC00190736","BLUE HILL, MA US","2008-08","29","0","0.0","1.32","86","0.0","68.8"
"USC00190736","BLUE HILL, MA US","2008-09","15","0","0.0","2.27","86","0.0","63.7"
"USC00190736","BLUE HILL, MA US","2008-10","1","0","0.0","0.88","72","0.0","51.2"
"USC00190736","BLUE HILL, MA US","2008-11","0","0","0.0","1.61","67","0.0","41.1"
"USC00190736","BLUE HILL, MA US","2008-12","0","0","9.0","3.36","61","22.9","32.7"
"USC00190736","BLUE HILL, MA US","2009-01","0","0","10.7","1.27","39","32.2","21.1"
"USC00190736","BLUE HILL, MA US","2009-02","0","0","6.5","0.83","59","10.2","29.5"
"USC00190736","BLUE HILL, MA US","2009-03","0","0","7.2","1.16","60","13.4","35.3"
"USC00190736","BLUE HILL, MA US","2009-04","5","1","0.2","1.42","92","0.2",
"USC00190736","BLUE HILL, MA US","2009-05","12","0","0.0","1.07","89","0.0","58.1"
"USC00190736","BLUE HILL, MA US","2009-06","14","0","0.0","1.26","79","0.0","61.6"
"USC00190736","BLUE HILL, MA US","2009-07","24","0","0.0","2.07","86","0.0","68.8"
"USC00190736","BLUE HILL, MA US","2009-08","27","3","0.0","1.49","91","0.0","72.3"
"USC00190736","BLUE HILL, MA US","2009-09","17","0","0.0","1.74","81","0.0","61.2"
"USC00190736","BLUE HILL, MA US","2009-10","2","0","3.0","1.79","74","3.0",
"USC00190736","BLUE HILL, MA US","2009-11","0","0","0.0","2.08","69","0.0",
"USC00190736","BLUE HILL, MA US","2009-12",,,"13.7","1.23",,"26.9",
"USC00190736","BLUE HILL, MA US","2010-01","0","0","5.7","1.27","56","14.7",
"USC00190736","BLUE HILL, MA US","2010-02","0","0","5.6","1.95","47","12.0",
"USC00190736","BLUE HILL, MA US","2010-03","2","0","3.2","4.95","71","7.9",
"USC00190736","BLUE HILL, MA US","2010-04","7","1","0.0","1.12","90","0.0","52.0"
"USC00190736","BLUE HILL, MA US","2010-05","22","1","0.0","1.08","94","0.0","61.3"
"USC00190736","BLUE HILL, MA US","2010-06","25","2","0.0","0.86","91","0.0","68.7"
"USC00190736","BLUE HILL, MA US","2010-07","31","10","0.0","0.62","99","0.0","75.9"
"USC00190736","BLUE HILL, MA US","2010-08","27","4","0.0","2.69","93","0.0","72.2"
"USC00190736","BLUE HILL, MA US","2010-09","20","2","0.0","0.71","93","0.0","65.9"
"USC00190736","BLUE HILL, MA US","2010-10","4","0","0.0","1.71","80","0.0",
"USC00190736","BLUE HILL, MA US","2010-11","0","0","0.1","1.17","62","0.1",
"USC00190736","BLUE HILL, MA US","2010-12","0","0","13.3","1.57","55","22.9",
"USC00190736","BLUE HILL, MA US","2011-01","0","0","14.2","1.58","57","48.2","24.5"
"USC00190736","BLUE HILL, MA US","2011-02","0","0","9.5","1.41","59","18.5","27.1"
"USC00190736","BLUE HILL, MA US","2011-03","0","0","2.0","0.80","69","2.5","36.6"
"USC00190736","BLUE HILL, MA US","2011-04","3","0","4.6","1.30","78","4.6","48.1"
"USC00190736","BLUE HILL, MA US","2011-05","11","0","0.0","0.64","89","0.0","57.8"
"USC00190736","BLUE HILL, MA US","2011-06","21","1","0.0","1.44","90","0.0","65.6"
"USC00190736","BLUE HILL, MA US","2011-07","31","4","0.0","1.10","99","0.0","74.4"
"USC00190736","BLUE HILL, MA US","2011-08","29","1","0.0","1.92","91","0.0","71.4"
"USC00190736","BLUE HILL, MA US","2011-09","22","0","0.0","1.05","83","0.0","65.6"
"USC00190736","BLUE HILL, MA US","2011-10","5","0","6.0","2.09","82","8.5","54.4"
"USC00190736","BLUE HILL, MA US","2011-11","0","0","0.0","1.26","68","0.0","47.7"
"USC00190736","BLUE HILL, MA US","2011-12","0","0","0.0","2.39","62","0.0","36.9"
"USC00190736","BLUE HILL, MA US","2012-01","0","0","3.3","1.20","59","8.1","30.7"
"USC00190736","BLUE HILL, MA US","2012-02","0","0","0.3","0.44","58","0.7","34.2"
"USC00190736","BLUE HILL, MA US","2012-03","7","0","3.5","0.80","81","7.0","43.4"
"USC00190736","BLUE HILL, MA US","2012-04","7","0","0.0","2.87","89","0.0","50.6"
"USC00190736","BLUE HILL, MA US","2012-05","15","0","0.0","1.24","84","0.0","59.7"
"USC00190736","BLUE HILL, MA US","2012-06","18","3","0.0","1.38","94","0.0","65.0"
"USC00190736","BLUE HILL, MA US","2012-07","30","5","0.0","1.44","95","0.0","74.6"
"USC00190736","BLUE HILL, MA US","2012-08","30","2","0.0","0.89","91","0.0","73.5"
"USC00190736","BLUE HILL, MA US","2012-09","23","0","0.0","1.03","86","0.0","64.0"
"USC00190736","BLUE HILL, MA US","2012-10","4","0","0.0","2.21","77","0.0","54.7"
"USC00190736","BLUE HILL, MA US","2012-11","0","0","4.0","0.87","66","6.0","40.4"
"USC00190736","BLUE HILL, MA US","2012-12","0","0","6.6","1.28","59","9.4","36.4"
"USC00190736","BLUE HILL, MA US","2013-01","0","0","2.5","0.40","59","6.0","28.4"
"USC00190736","BLUE HILL, MA US","2013-02","0","0","24.9","2.74","57","39.7","28.6"
"USC00190736","BLUE HILL, MA US","2013-03","0","0","17.5","1.82","56","37.8","35.0"
"USC00190736","BLUE HILL, MA US","2013-04","3","0","0.0","0.52","72","0.0","47.8"
"USC00190736","BLUE HILL, MA US","2013-05","16","0","0.0","0.66","86","0.0","59.0"
"USC00190736","BLUE HILL, MA US","2013-06","24","4","0.0","3.88","92","0.0","67.8"
"USC00190736","BLUE HILL, MA US","2013-07","29","10","0.0","0.89","95","0.0","75.3"
"USC00190736","BLUE HILL, MA US","2013-08","30","0","0.0","2.21","87","0.0","69.7"
"USC00190736","BLUE HILL, MA US","2013-09","18","1","0.0","2.56","93","0.0","62.9"
"USC00190736","BLUE HILL, MA US","2013-10","5","0","0.0","0.46","78","0.0","54.2"
"USC00190736","BLUE HILL, MA US","2013-11","0","0","0.2","1.52","68","0.2","40.0"
"USC00190736","BLUE HILL, MA US","2013-12","0","0","6.8","1.33","63","15.4","30.9"
"USC00190736","BLUE HILL, MA US","2014-01","0","0","14.0","1.24","57","32.9","24.0"
"USC00190736","BLUE HILL, MA US","2014-02","0","0","8.3","2.04","53","33.0","26.4"
"USC00190736","BLUE HILL, MA US","2014-03","0","0","0.9","2.41","57","3.1","29.7"
"USC00190736","BLUE HILL, MA US","2014-04","3","0","0.8","1.58","73","0.8","46.6"
"USC00190736","BLUE HILL, MA US","2014-05","13","0",,"1.30","85",,"58.5"
"USC00190736","BLUE HILL, MA US","2014-06","25","0","0.0","0.88","86","0.0","66.9"
"USC00190736","BLUE HILL, MA US","2014-07","31","1","0.0","2.74","91","0.0","72.5"
"USC00190736","BLUE HILL, MA US","2014-08","29","0","0.0","0.80","89","0.0","69.3"
"USC00190736","BLUE HILL, MA US","2014-09","23","2","0.0","0.17","91","0.0","65.6"
"USC00190736","BLUE HILL, MA US","2014-10","9","0","0.0","4.88","79","0.0","54.7"
"USC00190736","BLUE HILL, MA US","2014-11","0","0","3.5","1.81","66","8.7","40.0"
"USC00190736","BLUE HILL, MA US","2014-12","0","0","1.7","3.15","63","2.3","36.0"
"USC00190736","BLUE HILL, MA US","2015-01","0","0","15.5","1.58","51","43.0","22.6"
"USC00190736","BLUE HILL, MA US","2015-02","0","0","19.1","1.32","39","83.7","15.5"
"USC00190736","BLUE HILL, MA US","2015-03","0","0","4.4","0.84","55","13.3","30.3"
"USC00190736","BLUE HILL, MA US","2015-04","0","0","0.0","1.41","69","0.0","46.7"
"USC00190736","BLUE HILL, MA US","2015-05","22","0","0.0","0.34","88","0.0","62.5"
"USC00190736","BLUE HILL, MA US","2015-06","23","0","0.0","1.16","86","0.0","64.3"
"USC00190736","BLUE HILL, MA US","2015-07","31","2","0.0","2.03","92","0.0","72.9"
"USC00190736","BLUE HILL, MA US","2015-08","31","3","0.0","1.24","92","0.0","73.6"
"USC00190736","BLUE HILL, MA US","2015-09","25","3","0.0","0.92","97","0.0","68.6"
"USC00190736","BLUE HILL, MA US","2015-10","5","0","0.0","1.61","76","0.0","51.6"
"USC00190736","BLUE HILL, MA US","2015-11","3","0","0.0","1.18","72","0.0","46.4"
"USC00190736","BLUE HILL, MA US","2015-12","0","0","1.0","0.92","67","1.3","42.9"
"USC00190736","BLUE HILL, MA US","2016-01","0","0","7.1","1.53","58","14.3","28.8"
"USC00190736","BLUE HILL, MA US","2016-02","0","0","10.5","1.21","64","22.5","31.5"
"USC00190736","BLUE HILL, MA US","2016-03","1","0","3.2","1.05","75","4.4","40.6"
"USC00190736","BLUE HILL, MA US","2016-04","2","0","6.9","1.37","80","15.0","45.9"
"USC00190736","BLUE HILL, MA US","2016-05","12","1","0.0","0.87","92","0.0","57.2"
"USC00190736","BLUE HILL, MA US","2016-06","27","0","0.0","0.76","86","0.0","67.5"
"USC00190736","BLUE HILL, MA US","2016-07","28","11","0.0","0.41","96","0.0","75.2"
"USC00190736","BLUE HILL, MA US","2016-08","31","4","0.0","0.54","95","0.0","75.0"
"USC00190736","BLUE HILL, MA US","2016-09","23","1","0.0","0.95","90","0.0","66.4"
"USC00190736","BLUE HILL, MA US","2016-10","7","0","0.0","1.67","79","0.0","54.0"
"USC00190736","BLUE HILL, MA US","2016-11","0","0","0.0","1.27","69","0.0","43.9"
"USC00190736","BLUE HILL, MA US","2016-12","0","0","2.6","0.87","56","7.8","32.6"
"USC00190736","BLUE HILL, MA US","2017-01","0","0","9.5","1.52","59","11.5","32.4"
"USC00190736","BLUE HILL, MA US","2017-02","1","0","16.9","1.60","71","33.0","33.1"
"USC00190736","BLUE HILL, MA US","2017-03","0","0","6.8","2.13","61","10.4","31.5"
"USC00190736","BLUE HILL, MA US","2017-04","6","0","2.6","1.90","86","3.7","50.5"
"USC00190736","BLUE HILL, MA US","2017-05","6","2","0.0","1.40","96","0.0","55.1"
"USC00190736","BLUE HILL, MA US","2017-06","26","2","0.0","2.15","94","0.0","67.5"
"USC00190736","BLUE HILL, MA US","2017-07","26","3","0.0","1.73","90","0.0","71.2"
"USC00190736","BLUE HILL, MA US","2017-08","30","0","0.0","1.09","89","0.0","71.0"
"USC00190736","BLUE HILL, MA US","2017-09","21","0","0.0","1.28","86","0.0","66.5"
"USC00190736","BLUE HILL, MA US","2017-10","13","0","0.0","3.12","79","0.0","59.6"
"USC00190736","BLUE HILL, MA US","2017-11","2","0","0.0","0.85","74","0.0","41.4"
"USC00190736","BLUE HILL, MA US","2017-12","0","0","5.6","0.72","58","9.4","27.6"
"USC00190736","BLUE HILL, MA US","2018-01","0","0","16.5","2.28","60","25.2","25.0"
"USC00190736","BLUE HILL, MA US","2018-02","1","0","5.8","0.68","70","9.4","34.9"
"USC00190736","BLUE HILL, MA US","2018-03","0","0","17.2","2.72","62","45.5","34.4"
"USC00190736","BLUE HILL, MA US","2018-04","1","0","1.6","2.27","73","2.6","43.9"
"USC00190736","BLUE HILL, MA US","2018-05","19","1","0.0","0.74","90","0.0","61.1"
"USC00190736","BLUE HILL, MA US","2018-06","22","0","0.0","1.11","87","0.0","66.0"
